"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"States and Puerto Rico"	"States and Puerto Rico Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"1-4 years"	"01-04"	"Female"	"F"	"California"	"06"	44
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"1-4 years"	"01-04"	"Female"	"F"	"Georgia"	"13"	18
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"1-4 years"	"01-04"	"Female"	"F"	"Illinois"	"17"	18
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"1-4 years"	"01-04"	"Female"	"F"	"New York"	"36"	20
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"1-4 years"	"01-04"	"Female"	"F"	"Texas"	"48"	38
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"1-4 years"	"01-04"	"Male"	"M"	"California"	"06"	37
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"1-4 years"	"01-04"	"Male"	"M"	"Florida"	"12"	21
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"1-4 years"	"01-04"	"Male"	"M"	"Illinois"	"17"	17
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"1-4 years"	"01-04"	"Male"	"M"	"New York"	"36"	20
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"1-4 years"	"01-04"	"Male"	"M"	"North Carolina"	"37"	20
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"1-4 years"	"01-04"	"Male"	"M"	"Ohio"	"39"	30
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"1-4 years"	"01-04"	"Male"	"M"	"Pennsylvania"	"42"	22
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"1-4 years"	"01-04"	"Male"	"M"	"Texas"	"48"	49
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"5-9 years"	"05-09"	"Female"	"F"	"California"	"06"	35
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"5-9 years"	"05-09"	"Female"	"F"	"Florida"	"12"	22
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"5-9 years"	"05-09"	"Female"	"F"	"New York"	"36"	24
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"5-9 years"	"05-09"	"Female"	"F"	"Texas"	"48"	39
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"5-9 years"	"05-09"	"Male"	"M"	"California"	"06"	36
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"5-9 years"	"05-09"	"Male"	"M"	"Florida"	"12"	20
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"5-9 years"	"05-09"	"Male"	"M"	"Georgia"	"13"	16
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"5-9 years"	"05-09"	"Male"	"M"	"New York"	"36"	20
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"5-9 years"	"05-09"	"Male"	"M"	"North Carolina"	"37"	20
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"5-9 years"	"05-09"	"Male"	"M"	"Pennsylvania"	"42"	22
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"5-9 years"	"05-09"	"Male"	"M"	"Texas"	"48"	33
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"10-14 years"	"10-14"	"Female"	"F"	"California"	"06"	25
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"10-14 years"	"10-14"	"Female"	"F"	"Florida"	"12"	17
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"10-14 years"	"10-14"	"Female"	"F"	"New York"	"36"	18
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"10-14 years"	"10-14"	"Female"	"F"	"Ohio"	"39"	16
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"10-14 years"	"10-14"	"Female"	"F"	"Texas"	"48"	37
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"10-14 years"	"10-14"	"Male"	"M"	"California"	"06"	41
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"10-14 years"	"10-14"	"Male"	"M"	"Florida"	"12"	26
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"10-14 years"	"10-14"	"Male"	"M"	"Illinois"	"17"	17
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"10-14 years"	"10-14"	"Male"	"M"	"New York"	"36"	30
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	27
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"15-19 years"	"15-19"	"Female"	"F"	"Florida"	"12"	19
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"15-19 years"	"15-19"	"Male"	"M"	"California"	"06"	22
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"15-19 years"	"15-19"	"Male"	"M"	"Florida"	"12"	21
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"15-19 years"	"15-19"	"Male"	"M"	"Texas"	"48"	30
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"20-24 years"	"20-24"	"Female"	"F"	"California"	"06"	16
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"20-24 years"	"20-24"	"Female"	"F"	"Illinois"	"17"	16
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"20-24 years"	"20-24"	"Female"	"F"	"Texas"	"48"	16
