"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"States and Puerto Rico"	"States and Puerto Rico Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"1-4 years"	"1-4"	"Female"	"F"	"California"	"06"	29
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"1-4 years"	"1-4"	"Female"	"F"	"Florida"	"12"	23
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"1-4 years"	"1-4"	"Female"	"F"	"New York"	"36"	23
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"1-4 years"	"1-4"	"Female"	"F"	"Ohio"	"39"	17
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"1-4 years"	"1-4"	"Female"	"F"	"Texas"	"48"	45
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"1-4 years"	"1-4"	"Male"	"M"	"California"	"06"	55
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"1-4 years"	"1-4"	"Male"	"M"	"Florida"	"12"	19
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"1-4 years"	"1-4"	"Male"	"M"	"Illinois"	"17"	16
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"1-4 years"	"1-4"	"Male"	"M"	"Michigan"	"26"	20
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"1-4 years"	"1-4"	"Male"	"M"	"New York"	"36"	25
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"1-4 years"	"1-4"	"Male"	"M"	"Ohio"	"39"	21
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"1-4 years"	"1-4"	"Male"	"M"	"Pennsylvania"	"42"	20
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"1-4 years"	"1-4"	"Male"	"M"	"Texas"	"48"	50
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"5-9 years"	"5-9"	"Female"	"F"	"California"	"06"	32
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"5-9 years"	"5-9"	"Female"	"F"	"Florida"	"12"	17
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"5-9 years"	"5-9"	"Female"	"F"	"Georgia"	"13"	16
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"5-9 years"	"5-9"	"Female"	"F"	"Pennsylvania"	"42"	16
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"5-9 years"	"5-9"	"Female"	"F"	"Texas"	"48"	33
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"5-9 years"	"5-9"	"Male"	"M"	"California"	"06"	49
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"5-9 years"	"5-9"	"Male"	"M"	"Florida"	"12"	18
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"5-9 years"	"5-9"	"Male"	"M"	"New York"	"36"	30
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"5-9 years"	"5-9"	"Male"	"M"	"Pennsylvania"	"42"	22
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"5-9 years"	"5-9"	"Male"	"M"	"Texas"	"48"	41
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"10-14 years"	"10-14"	"Female"	"F"	"California"	"06"	18
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"10-14 years"	"10-14"	"Female"	"F"	"Michigan"	"26"	16
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"10-14 years"	"10-14"	"Female"	"F"	"New York"	"36"	22
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"10-14 years"	"10-14"	"Female"	"F"	"Texas"	"48"	19
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"10-14 years"	"10-14"	"Male"	"M"	"California"	"06"	33
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"10-14 years"	"10-14"	"Male"	"M"	"Florida"	"12"	20
