"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"States and Puerto Rico"	"States and Puerto Rico Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"1-4 years"	"1-4"	"Female"	"F"	"California"	"06"	47
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"1-4 years"	"1-4"	"Female"	"F"	"New York"	"36"	21
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"1-4 years"	"1-4"	"Female"	"F"	"Texas"	"48"	44
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"1-4 years"	"1-4"	"Female"	"F"	"Washington"	"53"	17
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"1-4 years"	"1-4"	"Male"	"M"	"California"	"06"	26
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"1-4 years"	"1-4"	"Male"	"M"	"Florida"	"12"	31
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"1-4 years"	"1-4"	"Male"	"M"	"Illinois"	"17"	18
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"1-4 years"	"1-4"	"Male"	"M"	"New York"	"36"	39
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"1-4 years"	"1-4"	"Male"	"M"	"Ohio"	"39"	18
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"1-4 years"	"1-4"	"Male"	"M"	"Pennsylvania"	"42"	16
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"1-4 years"	"1-4"	"Male"	"M"	"Texas"	"48"	37
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"5-9 years"	"5-9"	"Female"	"F"	"California"	"06"	39
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"5-9 years"	"5-9"	"Female"	"F"	"Florida"	"12"	21
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"5-9 years"	"5-9"	"Female"	"F"	"Georgia"	"13"	16
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"5-9 years"	"5-9"	"Female"	"F"	"New York"	"36"	24
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"5-9 years"	"5-9"	"Female"	"F"	"Texas"	"48"	44
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"5-9 years"	"5-9"	"Male"	"M"	"California"	"06"	42
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"5-9 years"	"5-9"	"Male"	"M"	"Florida"	"12"	24
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"5-9 years"	"5-9"	"Male"	"M"	"Illinois"	"17"	22
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"5-9 years"	"5-9"	"Male"	"M"	"New York"	"36"	27
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"5-9 years"	"5-9"	"Male"	"M"	"North Carolina"	"37"	18
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"5-9 years"	"5-9"	"Male"	"M"	"Ohio"	"39"	18
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"5-9 years"	"5-9"	"Male"	"M"	"Pennsylvania"	"42"	19
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"5-9 years"	"5-9"	"Male"	"M"	"Texas"	"48"	49
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"10-14 years"	"10-14"	"Female"	"F"	"California"	"06"	26
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"10-14 years"	"10-14"	"Female"	"F"	"New York"	"36"	19
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"10-14 years"	"10-14"	"Female"	"F"	"Texas"	"48"	20
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"10-14 years"	"10-14"	"Male"	"M"	"California"	"06"	38
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"10-14 years"	"10-14"	"Male"	"M"	"Florida"	"12"	17
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"10-14 years"	"10-14"	"Male"	"M"	"New York"	"36"	20
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	25
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	30
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"15-19 years"	"15-19"	"Female"	"F"	"Florida"	"12"	16
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"15-19 years"	"15-19"	"Female"	"F"	"Texas"	"48"	20
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"15-19 years"	"15-19"	"Male"	"M"	"California"	"06"	29
